dataset,query_id,draw_id,method,ndcg_at_10,recall_at_20
scifact,118,2,query_expansion_reencode,1.0,1.0
scifact,118,2,anchorqe_fixed_015,1.0,1.0
scifact,118,2,desa_de,1.0,1.0
scifact,1180,0,original,0.6309297535714575,1.0
scifact,1180,0,expansion_only,0.5,1.0
scifact,1180,0,query_expansion_reencode,0.6309297535714575,1.0
scifact,1180,0,anchorqe_fixed_015,0.6309297535714575,1.0
scifact,1180,0,desa_de,0.6309297535714575,1.0
scifact,1180,1,original,0.6309297535714575,1.0
scifact,1180,1,expansion_only,0.43067655807339306,1.0
scifact,1180,1,query_expansion_reencode,0.6309297535714575,1.0
scifact,1180,1,anchorqe_fixed_015,0.6309297535714575,1.0
scifact,1180,1,desa_de,0.6309297535714575,1.0
scifact,1180,2,original,0.6309297535714575,1.0
scifact,1180,2,expansion_only,0.5,1.0
scifact,1180,2,query_expansion_reencode,0.6309297535714575,1.0
scifact,1180,2,anchorqe_fixed_015,0.6309297535714575,1.0
scifact,1180,2,desa_de,0.6309297535714575,1.0
scifact,1185,0,original,1.0,1.0
scifact,1185,0,expansion_only,0.6309297535714575,1.0
scifact,1185,0,query_expansion_reencode,1.0,1.0
scifact,1185,0,anchorqe_fixed_015,1.0,1.0
scifact,1185,0,desa_de,1.0,1.0
scifact,1185,1,original,1.0,1.0
scifact,1185,1,expansion_only,1.0,1.0
scifact,1185,1,query_expansion_reencode,1.0,1.0
scifact,1185,1,anchorqe_fixed_015,1.0,1.0
scifact,1185,1,desa_de,1.0,1.0
scifact,1185,2,original,1.0,1.0
scifact,1185,2,expansion_only,0.6309297535714575,1.0
scifact,1185,2,query_expansion_reencode,1.0,1.0
scifact,1185,2,anchorqe_fixed_015,1.0,1.0
scifact,1185,2,desa_de,1.0,1.0
scifact,1187,0,original,0.6309297535714575,1.0
scifact,1187,0,expansion_only,0.6309297535714575,1.0
scifact,1187,0,query_expansion_reencode,0.6309297535714575,1.0
scifact,1187,0,anchorqe_fixed_015,0.6309297535714575,1.0
